AB012070.1	𝜷.1
AB530274.1	𝜷.6
KF006871.2	𝜷.6
KP222810.1	𝜷.6
MH169547.1	𝜷.6
AB938243.1	𝜷.6
MF168049.1	𝜷.6
LC019101.1	𝜷.6
MG891976.1	𝜷.6
MF469282.1	𝜷.6
KT920821.1	𝜷.6
KU292546.1	𝜷.6
MF469214.1	𝜷.6
DQ146665.1	𝜷.6
KJ752535.1	𝜷.6
KX574273.1	𝜷.6
MH169541.1	𝜷.6
KU097002.1	𝜷.6
KU048655.1	𝜷.6
DQ062127.1	𝜷.6
AB436816.1	𝜷.6
AF508734.1	𝜷.6
AB530273.1	𝜷.6
MH169545.1	𝜷.6
KT920612.1	𝜷.6
KF500579.1	𝜷.6
HQ844024.1	𝜷.6
GQ229059.1	𝜷.6
KT919100.1	𝜷.6
KX574282.1	𝜷.6
KX574277.1	𝜷.6
MK050149.1	𝜷.6
KP753251.1	𝜷.6
MT163190.1	𝜷.6
EU016453.1	𝜷.6
MK059431.1	𝜷.6
KX265696.1	𝜷.6
KP222818.1	𝜷.6
MF184761.1	𝜷.6
KT919133.1	𝜷.6
MH382840.1	𝜷.6
AB264002.1	𝜷.6
OR205597.1	𝜷.6
AB527045.1	𝜷.6
MN478641.1	𝜷.6
KJ870916.1	𝜷.6
KT921107.1	𝜷.6
MN478576.1	𝜷.6
DQ146654.1	𝜷.6
KT918484.1	𝜷.6
GQ996926.1	𝜷.6
KJ751998.1	𝜷.6
KU097004.1	𝜷.6
MF469118.1	𝜷.6
KF500577.1	𝜷.6
KT919320.1	𝜷.6
KF500581.1	𝜷.6
MN529954.1	𝜷.6
OR205612.1	𝜷.6
OR205587.1	𝜷.6
MZ065575.1	𝜷.6
KX574278.1	𝜷.6
AB905467.1	𝜷.6
KF723287.1	𝜷.6
KJ752388.1	𝜷.6
LC372869.1	𝜷.6
OR205611.1	𝜷.6
MZ065894.1	𝜷.6
KJ753554.1	𝜷.6
KX574280.1	𝜷.6
MF168021.1	𝜷.6
DQ062126.1	𝜷.6
JF790346.1	𝜷.6
KU048641.1	𝜷.6
MZ065861.1	𝜷.6
OR205595.1	𝜷.6
MH169549.1	𝜷.6
KM660405.1	𝜷.6
AB861950.1	𝜷.6
MN478575.1	𝜷.6
MN106117.1	𝜷.6
KP222826.1	𝜷.6
OR205590.1	𝜷.6
OR205600.1	𝜷.6
AB263995.1	𝜷.6
KJ751872.1	𝜷.6
DQ099750.1	𝜷.6
KP753228.1	𝜷.6
MN478590.1	𝜷.6
MF469271.1	𝜷.6
AB436815.1	𝜷.6
MH171389.1	𝜷.6
AB534536.1	𝜷.6
EU016464.1	𝜷.6
GQ229058.1	𝜷.6
AB263984.1	𝜷.6
KP119467.1	𝜷.6
MK050151.1	𝜷.6
KT852964.1	𝜷.6
KJ753076.1	𝜷.6
KT918869.1	𝜷.6
GQ996935.1	𝜷.6
ON525328.1	𝜷.6
KJ752053.1	𝜷.6
EU839935.1	𝜷.6
MN478584.1	𝜷.6
JN849116.1	𝜷.6
KT920744.1	𝜷.6
MN478649.1	𝜷.6
EU016455.1	𝜷.6
MK417784.1	𝜷.6
LC372847.1	𝜷.6
KT921140.1	𝜷.6
EU839942.1	𝜷.6
LC367300.1	𝜷.6
JN706564.1	𝜷.6
MZ065740.1	𝜷.6
OR205608.1	𝜷.6
MK059430.1	𝜷.6
JN088451.1	𝜷.6
GQ996932.1	𝜷.6
MK059433.1	𝜷.6
OR205584.1	𝜷.6
KU292557.1	𝜷.6
EU016454.1	𝜷.6
JN849118.1	𝜷.6
KT918539.1	𝜷.6
MF469406.1	𝜷.6
KT919045.1	𝜷.6
KM660396.1	𝜷.6
KT918517.1	𝜷.6
MN478598.1	𝜷.6
MZ065938.1	𝜷.6
KM008674.1	𝜷.6
KM660390.1	𝜷.6
KP222840.1	𝜷.6
JF490979.1	𝜷.6
MK059440.1	𝜷.6
KF907305.1	𝜷.6
OR205605.1	𝜷.6
GQ229067.1	𝜷.6
MH171399.1	𝜷.6
KT918814.1	𝜷.6
LC374038.1	𝜷.6
FJ152110.1	𝜷.6
EU016451.1	𝜷.6
KU048658.1	𝜷.6
MH171397.1	𝜷.6
MH171391.1	𝜷.6
KU048651.1	𝜷.6
KT918440.1	𝜷.6
MK059429.1	𝜷.6
LC367278.1	𝜷.6
KT919243.1	𝜷.6
KJ626553.1	𝜷.6
MG557582.1	𝜷.6
KT918605.1	𝜷.6
AB186120.1	𝜷.6
OR205583.1	𝜷.6
LC019068.1	𝜷.6
KM660392.1	𝜷.6
MK050147.1	𝜷.6
KJ751784.1	𝜷.6
KT919276.1	𝜷.6
MF469183.1	𝜷.6
KJ560446.1	𝜷.6
AB530269.1	𝜷.6
KP753206.1	𝜷.6
AB530272.1	𝜷.6
MG557585.1	𝜷.6
KX632270.1	𝜷.6
MT163212.1	𝜷.6
KT921096.1	𝜷.6
KP119466.1	𝜷.6
LC368118.1	𝜷.6
EU839934.1	𝜷.6
EU496257.1	𝜷.6
MH171386.1	𝜷.6
MK059435.1	𝜷.6
KP222849.1	𝜷.6
KT919188.1	𝜷.6
KJ412536.1	𝜷.6
KP752806.1	𝜷.6
KJ752634.1	𝜷.6
MF167990.1	𝜷.6
KM008671.1	𝜷.6
MZ955391.1	𝜷.6
ON184075.1	𝜷.6
AB905473.1	𝜷.6
KT919375.1	𝜷.6
KP753161.1	𝜷.6
LC367289.1	𝜷.6
MT163223.1	𝜷.6
JN088449.1	𝜷.6
AB534534.1	𝜷.6
AB275302.1	𝜷.6
KP752795.1	𝜷.6
MH171398.1	𝜷.6
OR205596.1	𝜷.6
KU048652.1	𝜷.6
OR205598.1	𝜷.6
OR205594.1	𝜷.6
LC374137.1	𝜷.6
GQ229065.1	𝜷.6
KP752871.1	𝜷.6
OR205588.1	𝜷.6
KT919651.1	𝜷.6
EU016456.1	𝜷.6
MK050148.1	𝜷.6
KP881900.1	𝜷.6
AB264003.1	𝜷.6
MN478580.1	𝜷.6
DQ062123.1	𝜷.6
AB125852.1	𝜷.6
LC372902.1	𝜷.6
OR205602.1	𝜷.6
MN746099.1	𝜷.6
MH171394.1	𝜷.6
MF469108.1	𝜷.6
OR205585.1	𝜷.6
LC374049.1	𝜷.6
AB938240.1	𝜷.6
GQ229069.1	𝜷.6
KJ752917.1	𝜷.6
KF907304.1	𝜷.6
LC374071.1	𝜷.6
LC364347.1	𝜷.6
KJ560445.1	𝜷.6
DQ146676.1	𝜷.6
EU016457.1	𝜷.6
GQ229064.1	𝜷.6
AB938241.1	𝜷.6
GQ996927.1	𝜷.6
MF168378.1	𝜷.6
OR205599.1	𝜷.6
EU496259.1	𝜷.6
KF500582.1	𝜷.6
AB527042.1	𝜷.6
LC019079.1	𝜷.6
LC374192.1	𝜷.6
MF469203.1	𝜷.6
LC374148.1	𝜷.6
KM008675.1	𝜷.6
KP752543.1	𝜷.6
MK059426.1	𝜷.6
MK272930.1	𝜷.6
KM008667.1	𝜷.6
KT918715.1	𝜷.6
AB861972.1	𝜷.6
KF907303.1	𝜷.6
KY426082.1	𝜷.6
MF469260.1	𝜷.6
KT920854.1	𝜷.6
KM660398.1	𝜷.6
LC019046.1	𝜷.6
AB275293.1	𝜷.6
AB263979.1	𝜷.6
MH169550.1	𝜷.6
KM008670.1	𝜷.6
KX574271.1	𝜷.6
DQ062124.1	𝜷.6
DQ099746.1	𝜷.6
OR205589.1	𝜷.6
LC374170.1	𝜷.6
OR205609.1	𝜷.6
KM660391.1	𝜷.6
LC372913.1	𝜷.6
KR632620.1	𝜷.6
GQ996928.1	𝜷.6
KP119465.1	𝜷.6
KT919089.1	𝜷.6
AB264004.1	𝜷.6
KJ626959.1	𝜷.6
OR205586.1	𝜷.6
MN478497.1	𝜷.6
DQ017649.1	𝜷.6
MF168122.1	𝜷.6
KJ752366.1	𝜷.6
MF168356.1	𝜷.6
KU048656.1	𝜷.6
MN746066.1	𝜷.6
MF184830.1	𝜷.6
KP752687.1	𝜷.6
AB905478.1	𝜷.6
KT920634.1	𝜷.6
MH171387.1	𝜷.6
KU097007.1	𝜷.6
KX574272.1	𝜷.6
AB071404.1	𝜷.6
AB905470.1	𝜷.6
EU016460.1	𝜷.6
FJ747618.1	𝜷.6
MZ065795.1	𝜷.6
EF059917.1	𝜷.6
AB306271.1	𝜷.6
MF469395.1	𝜷.6
AB534532.1	𝜷.6
KP222835.1	𝜷.6
AB436814.1	𝜷.6
DQ099751.1	𝜷.6
AB263998.1	𝜷.6
OR205604.1	𝜷.6
KF006878.2	𝜷.6
MF168219.1	𝜷.6
AB263980.1	𝜷.6
KT918462.1	𝜷.6
KX574275.1	𝜷.6
KJ753697.1	𝜷.6
DQ017650.1	𝜷.6
KT919959.1	𝜷.6
KF723286.1	𝜷.6
KJ753024.1	𝜷.6
AB263978.1	𝜷.6
AB527044.1	𝜷.6
DQ099754.1	𝜷.6
MN478564.1	𝜷.6
LC368096.1	𝜷.6
AB269689.1	𝜷.6
AB527043.1	𝜷.6
DQ062130.1	𝜷.6
KX932472.1	𝜷.6
GQ229062.1	𝜷.6
EU483086.1	𝜷.6
MZ066202.1	𝜷.6
KX932471.1	𝜷.6
KT918429.1	𝜷.6
MF184858.1	𝜷.6
KT919342.1	𝜷.6
KY426080.1	𝜷.6
KJ752645.1	𝜷.6
KM660399.1	𝜷.6
KT919430.1	𝜷.6
OR205610.1	𝜷.6
KF723285.1	𝜷.6
KJ412726.1	𝜷.6
AB530271.1	𝜷.6
EF059916.1	𝜷.6
KU048657.1	𝜷.6
KJ412824.1	𝜷.6
KU048642.1	𝜷.6
AB275294.1	𝜷.6
GQ229061.1	𝜷.6
KF907301.1	𝜷.6
KT918924.1	𝜷.6
MZ065597.1	𝜷.6
LC541523.1	𝜷.6
AB534531.1	𝜷.6
MN478565.1	𝜷.6
MF168140.1	𝜷.6
KX574279.1	𝜷.6
MZ066158.1	𝜷.6
LC372836.1	𝜷.6
KJ752601.1	𝜷.6
KU048649.1	𝜷.6
JN088450.1	𝜷.6
KT920733.1	𝜷.6
AB905477.1	𝜷.6
OR205601.1	𝜷.6
DQ111868.1	𝜷.6
MF469151.1	𝜷.6
GQ996925.1	𝜷.6
MF168078.1	𝜷.6
AB534535.1	𝜷.6
AB275298.1	𝜷.6
KT919607.1	𝜷.6
MN577144.1	𝜷.6
ON184073.1	𝜷.6
AB275292.1	𝜷.6
MF168060.1	𝜷.6
LC426752.1	𝜷.6
AB306269.1	𝜷.6
KT919893.1	𝜷.6
AB275301.1	𝜷.6
MH169542.1	𝜷.6
KU097003.1	𝜷.6
KJ870869.1	𝜷.6
KP752454.1	𝜷.6
ON525327.1	𝜷.6
MK272931.1	𝜷.6
MK059436.1	𝜷.6
KT919640.1	𝜷.6
FJ152121.1	𝜷.6
MH169552.1	𝜷.6
KX574274.1	𝜷.6
JN591403.1	𝜷.6
KY426081.1	𝜷.6
MF168266.1	𝜷.6
HM066091.1	𝜷.7.1
KJ753655.1	𝜷.7.1
LC105163.1	𝜷.7.1
HM066078.1	𝜷.7.1
D50113.1	𝜷.7.1
MZ065982.1	𝜷.7.1
D50120.1	𝜷.7.1
GU979198.1	𝜷.7.1
KC178808.1	𝜷.7.1
JX965172.1	𝜷.7.1
KC443139.1	𝜷.7.1
KY489867.1	𝜷.7.1
MW552036.1	𝜷.7.1
KC571477.1	𝜷.7.1
KR705228.1	𝜷.7.1
AF106285.1	𝜷.7.1
KC443194.1	𝜷.7.1
AY261346.1	𝜷.7.1
KX362727.1	𝜷.7.1
AF044345.1	𝜷.7.1
KJ638634.1	𝜷.7.1
OR205666.1	𝜷.7.1
MN561341.1	𝜷.7.1
KJ919836.1	𝜷.7.1
HM066102.1	𝜷.7.1
MZ093776.1	𝜷.7.1
KF716313.1	𝜷.7.1
HM066099.1	𝜷.7.1
GQ117015.2	𝜷.7.1
KP881922.1	𝜷.7.1
LC105566.1	𝜷.7.1
OR205648.1	𝜷.7.1
OR205626.1	𝜷.7.1
JN706292.1	𝜷.7.1
AF106297.1	𝜷.7.1
MN478493.1	𝜷.7.1
KC443238.1	𝜷.7.1
OQ133304.1	𝜷.7.1
KR705404.1	𝜷.7.1
MW552663.1	𝜷.7.1
KX362574.1	𝜷.7.1
MK050144.1	𝜷.7.1
OP677743.1	𝜷.7.1
OP677633.1	𝜷.7.1
KX362617.1	𝜷.7.1
HM066094.1	𝜷.7.1
MZ096050.1	𝜷.7.1
HQ657176.1	𝜷.7.1
MZ094856.1	𝜷.7.1
AF044344.1	𝜷.7.1
KY426072.1	𝜷.7.1
AF284779.1	𝜷.7.1
U73954.1	𝜷.7.1
U73953.1	𝜷.7.1
MW552179.1	𝜷.7.1
MN551972.1	𝜷.7.1
JX965182.1	𝜷.7.1
DQ904511.1	𝜷.7.1
KC443150.1	𝜷.7.1
KP882307.1	𝜷.7.1
KJ753362.1	𝜷.7.1
KX352360.1	𝜷.7.1
KU356590.1	𝜷.7.1
KM008647.1	𝜷.7.1
KC442979.1	𝜷.7.1
AY707786.1	𝜷.7.1
LC018669.1	𝜷.7.1
LC514530.1	𝜷.7.1
KP882417.1	𝜷.7.1
KJ919906.1	𝜷.7.1
JN849156.1	𝜷.7.1
KX362661.1	𝜷.7.1
OR205641.1	𝜷.7.1
MW552267.1	𝜷.7.1
JX156390.1	𝜷.7.1
GQ996882.1	𝜷.7.1
MH712916.1	𝜷.7.1
MK560909.1	𝜷.7.1
MZ066235.1	𝜷.7.1
LC668600.1	𝜷.7.1
DQ904507.1	𝜷.7.1
AF260956.1	𝜷.7.1
KM008643.1	𝜷.7.1
MW552102.1	𝜷.7.1
KR705239.1	𝜷.7.1
KJ638637.1	𝜷.7.1
MZ065960.1	𝜷.7.1
MK050146.1	𝜷.7.1
AY261357.1	𝜷.7.1
KT007732.1	𝜷.7.1
DQ904517.1	𝜷.7.1
JN706575.1	𝜷.7.1
MZ094197.1	𝜷.7.1
OQ133300.1	𝜷.7.1
MW552729.1	𝜷.7.1
LC172446.1	𝜷.7.1
KP882406.1	𝜷.7.1
DQ321493.1	𝜷.7.1
GU288624.1	𝜷.7.1
JX965173.1	𝜷.7.1
MW552058.1	𝜷.7.1
KX574269.1	𝜷.7.1
MW552443.1	𝜷.7.1
AY261354.1	𝜷.7.1
MZ066345.1	𝜷.7.1
KM008652.1	𝜷.7.1
LC668587.1	𝜷.7.1
U73950.1	𝜷.7.1
KR705371.1	𝜷.7.1
KJ638638.1	𝜷.7.1
KT948780.1	𝜷.7.1
HM066111.1	𝜷.7.1
OQ133308.1	𝜷.7.1
KJ919914.1	𝜷.7.1
KJ638621.1	𝜷.7.1
KR705217.1	𝜷.7.1
KJ638617.1	𝜷.7.1
AY787646.1	𝜷.7.1
JX965162.1	𝜷.7.1
KX574270.1	𝜷.7.1
L11605.1	𝜷.7.1
HM066096.1	𝜷.7.1
JQ069474.1	𝜷.7.1
LC172455.1	𝜷.7.1
KR705195.1	𝜷.7.1
OQ133289.1	𝜷.7.1
JQ043268.1	𝜷.7.1
KR705173.1	𝜷.7.1
KJ626943.1	𝜷.7.1
KJ638625.1	𝜷.7.1
OR205671.1	𝜷.7.1
LC172441.1	𝜷.7.1
FJ598034.1	𝜷.7.1
MW552212.1	𝜷.7.1
LC105588.1	𝜷.7.1
JX965168.1	𝜷.7.1
MH291296.1	𝜷.7.1
OR205630.1	𝜷.7.1
KF636327.1	𝜷.7.1
MZ065971.1	𝜷.7.1
KJ751861.1	𝜷.7.1
GQ463714.2	𝜷.7.1
EF199723.1	𝜷.7.1
KJ753794.1	𝜷.7.1
LC438395.1	𝜷.7.1
KC834646.1	𝜷.7.1
AF044355.1	𝜷.7.1
KJ752054.1	𝜷.7.1
MH712914.1	𝜷.7.1
OR205631.1	𝜷.7.1
HM467956.1	𝜷.7.1
AF044346.1	𝜷.7.1
MW722548.1	𝜷.7.1
MN577199.1	𝜷.7.1
JX841121.1	𝜷.7.1
AY261343.1	𝜷.7.1
GQ996883.1	𝜷.7.1
LC668589.1	𝜷.7.1
KU248377.1	𝜷.7.1
OK356733.1	𝜷.7.1
KJ919829.1	𝜷.7.1
KR705338.1	𝜷.7.1
KJ627003.1	𝜷.7.1
MW552454.1	𝜷.7.1
KJ752210.1	𝜷.7.1
LC328925.1	𝜷.7.1
KX171571.1	𝜷.7.1
EU839923.1	𝜷.7.1
OR205634.1	𝜷.7.1
KF716320.1	𝜷.7.1
EF585217.1	𝜷.7.1
KX574260.1	𝜷.7.1
MW552047.1	𝜷.7.1
KJ638628.1	𝜷.7.1
AF480275.1	𝜷.7.1
AF480276.1	𝜷.7.1
KC443779.1	𝜷.7.1
HM066108.1	𝜷.7.1
GU392980.1	𝜷.7.1
FJ598033.1	𝜷.7.1
OR205668.1	𝜷.7.1
AY261350.1	𝜷.7.1
AF044343.1	𝜷.7.1
LC172398.1	𝜷.7.1
KX362749.1	𝜷.7.1
KY634849.1	𝜷.7.1
KP882186.1	𝜷.7.1
KT007677.1	𝜷.7.1
AF044341.1	𝜷.7.1
KR705316.1	𝜷.7.1
MN577193.1	𝜷.7.1
KY657880.1	𝜷.7.1
MW552355.1	𝜷.7.1
MW552773.1	𝜷.7.1
GQ996894.1	𝜷.7.1
GU598245.1	𝜷.7.1
DQ904509.1	𝜷.7.1
LC105066.1	𝜷.7.1
MZ065916.1	𝜷.7.1
EU839920.1	𝜷.7.1
MH382856.1	𝜷.7.1
KP771726.2	𝜷.7.1
OR205642.1	𝜷.7.1
KC571482.1	𝜷.7.1
LC172440.1	𝜷.7.1
OK356728.1	𝜷.7.1
KJ638631.1	𝜷.7.1
DQ236015.1	𝜷.7.1
KR705261.1	𝜷.7.1
LC172397.1	𝜷.7.1
AY707785.1	𝜷.7.1
KJ638622.1	𝜷.7.1
HM066071.1	𝜷.7.1
JX841124.1	𝜷.7.1
MH712917.1	𝜷.7.1
KP882604.1	𝜷.7.1
KC443304.1	𝜷.7.1
LC477361.1	𝜷.7.1
FJ529395.2	𝜷.7.1
OP677578.1	𝜷.7.1
MH712909.1	𝜷.7.1
LC568917.1	𝜷.7.1
AB091360.1	𝜷.7.1
LC477360.1	𝜷.7.1
MZ027434.1	𝜷.7.1
OR205658.1	𝜷.7.1
AF044340.1	𝜷.7.1
OP677732.1	𝜷.7.1
MN067094.1	𝜷.7.1
KF723269.1	𝜷.7.1
FJ598025.1	𝜷.7.1
MZ096083.1	𝜷.7.1
JQ069492.1	𝜷.7.1
KJ870789.1	𝜷.7.1
OR205638.1	𝜷.7.1
KC870020.1	𝜷.7.1
OR205622.1	𝜷.7.1
DQ236075.1	𝜷.7.1
KX574266.1	𝜷.7.1
JQ069504.1	𝜷.7.1
KU973950.1	𝜷.7.1
JX156394.1	𝜷.7.1
GU288621.1	𝜷.7.1
MF167970.1	𝜷.7.1
U36241.1	𝜷.7.1
AB534524.1	𝜷.7.1
JQ818171.2	𝜷.7.1
EU839922.1	𝜷.7.1
MW275268.1	𝜷.7.1
KP882362.1	𝜷.7.1
AJ293718.1	𝜷.7.1
LC514519.1	𝜷.7.1
HM066097.1	𝜷.7.1
JQ043270.1	𝜷.7.1
EU839926.1	𝜷.7.1
KC443548.1	𝜷.7.1
KJ638624.1	𝜷.7.1
KY657877.1	𝜷.7.1
KU356667.1	𝜷.7.1
KC178812.1	𝜷.7.1
KX362585.1	𝜷.7.1
OR205644.1	𝜷.7.1
EU839928.1	𝜷.7.1
KF723274.1	𝜷.7.1
KY657879.1	𝜷.7.1
MW552960.1	𝜷.7.1
AB091362.1	𝜷.7.1
JN706558.1	𝜷.7.1
MW552421.1	𝜷.7.1
LC169989.1	𝜷.7.1
FJ447566.2	𝜷.7.1
OP677655.1	𝜷.7.1
MG181804.1	𝜷.7.1
HM066079.1	𝜷.7.1
LC105099.1	𝜷.7.1
KC834641.1	𝜷.7.1
MN552016.1	𝜷.7.1
KC834638.1	𝜷.7.1
KJ626720.1	𝜷.7.1
KR705437.1	𝜷.7.1
KU248421.1	𝜷.7.1
OR205670.1	𝜷.7.1
GU393004.1	𝜷.7.1
GQ229046.1	𝜷.7.1
KX352372.1	𝜷.7.1
KP882197.1	𝜷.7.1
HM066106.1	𝜷.7.1
KR705393.1	𝜷.7.1
KC443658.1	𝜷.7.1
KR705448.1	𝜷.7.1
KX352375.1	𝜷.7.1
MZ094038.1	𝜷.7.1
KX171572.1	𝜷.7.1
MW552300.1	𝜷.7.1
KC571478.1	𝜷.7.1
OP850508.1	𝜷.7.1
JX965160.1	𝜷.7.1
KX352363.1	𝜷.7.1
KX363202.1	𝜷.7.1
KP882824.1	𝜷.7.1
HM066101.1	𝜷.7.1
JQ818169.2	𝜷.7.1
MG181870.1	𝜷.7.1
MZ093987.1	𝜷.7.1
KT007696.1	𝜷.7.1
MW552839.1	𝜷.7.1
KJ638643.1	𝜷.7.1
HM066082.1	𝜷.7.1
MW552465.1	𝜷.7.1
MW552432.1	𝜷.7.1
OK356732.1	𝜷.7.1
GU393000.1	𝜷.7.1
HM066085.1	𝜷.7.1
JX841126.2	𝜷.7.1
KT948777.1	𝜷.7.1
HM066100.1	𝜷.7.1
MN561349.1	𝜷.7.1
KP882076.1	𝜷.7.1
LC105022.1	𝜷.7.1
D50123.1	𝜷.7.1
LC228353.1	𝜷.7.1
KC178811.1	𝜷.7.1
AY261351.1	𝜷.7.1
AJ293719.1	𝜷.7.1
KJ626898.1	𝜷.7.1
LC066180.1	𝜷.7.1
MZ066268.1	𝜷.7.1
OM920733.1	𝜷.7.1
KX171579.1	𝜷.7.1
MW552806.1	𝜷.7.1
KR705415.1	𝜷.7.1
KR705151.1	𝜷.7.1
GU377156.2	𝜷.7.1
KU248433.1	𝜷.7.1
LC668585.1	𝜷.7.1
KP882351.1	𝜷.7.1
MF184841.1	𝜷.7.1
LC683774.1	𝜷.7.1
KC178814.1	𝜷.7.1
KT007647.1	𝜷.7.1
LC569674.1	𝜷.7.1
KC443001.1	𝜷.7.1
OR205628.1	𝜷.7.1
KJ626575.1	𝜷.7.1
KP752698.1	𝜷.7.1
MW553026.1	𝜷.7.1
KC152925.1	𝜷.7.1
OR205635.1	𝜷.7.1
KC443680.1	𝜷.7.1
D50114.1	𝜷.7.1
MN552127.1	𝜷.7.1
KC443526.1	𝜷.7.1
KY657873.1	𝜷.7.1
MN577192.1	𝜷.7.1
AF106289.1	𝜷.7.1
KJ751850.1	𝜷.7.1
KU360944.1	𝜷.7.1
KJ638627.1	𝜷.7.1
HM066075.1	𝜷.7.1
KY952244.1	𝜷.7.1
KP882901.1	𝜷.7.1
KX574256.1	𝜷.7.1
KC178810.1	𝜷.7.1
LC172453.1	𝜷.7.1
KJ638636.1	𝜷.7.1
KU248410.1	𝜷.7.1
KP222843.1	𝜷.7.1
KX171575.1	𝜷.7.1
KC443328.1	𝜷.7.1
JX110838.1	𝜷.7.1
MH382858.1	𝜷.7.1
MZ066356.1	𝜷.7.1
KP753087.1	𝜷.7.1
OR205619.1	𝜷.7.1
OR205660.1	𝜷.7.1
AX348186.1	𝜷.7.1
KC442990.1	𝜷.7.1
OM920785.1	𝜷.7.1
KY657878.1	𝜷.7.1
KC178816.1	𝜷.7.1
GU598244.1	𝜷.7.1
OR205645.1	𝜷.7.1
JQ069505.1	𝜷.7.1
KU360943.1	𝜷.7.1
HM066083.1	𝜷.7.1
KU356612.1	𝜷.7.1
OR205656.1	𝜷.7.1
LC105281.1	𝜷.7.1
HM066067.1	𝜷.7.1
KR705382.1	𝜷.7.1
FJ598029.1	𝜷.7.1
OR205614.1	𝜷.7.1
GQ996893.1	𝜷.7.1
HM066092.1	𝜷.7.1
AF106299.1	𝜷.7.1
AF044339.1	𝜷.7.1
MG891998.1	𝜷.7.1
MW552003.1	𝜷.7.1
MZ066312.1	𝜷.7.1
KT948778.1	𝜷.7.1
MH712919.1	𝜷.7.1
U36242.1	𝜷.7.1
AF106287.1	𝜷.7.1
AB081593.1	𝜷.7.1
OP677589.1	𝜷.7.1
KX574261.1	𝜷.7.1
JN706556.1	𝜷.7.1
KY657875.1	𝜷.7.1
MW275257.1	𝜷.7.1
MW552069.1	𝜷.7.1
KC834637.1	𝜷.7.1
KP882087.1	𝜷.7.1
GQ996884.1	𝜷.7.1
KC442908.1	𝜷.7.1
JX156389.1	𝜷.7.1
JX965164.1	𝜷.7.1
OR205659.1	𝜷.7.1
KF006859.1	𝜷.7.1
KX363254.1	𝜷.7.1
MZ065773.1	𝜷.7.1
D50117.1	𝜷.7.1
KC571480.1	𝜷.7.1
KR705360.1	𝜷.7.1
AF106294.1	𝜷.7.1
KP882395.1	𝜷.7.1
MN551986.1	𝜷.7.1
MG181837.1	𝜷.7.1
AF480267.1	𝜷.7.1
KC178813.1	𝜷.7.1
OR205613.1	𝜷.7.1
EF199724.1	𝜷.7.1
MH291291.1	𝜷.7.1
OR205625.1	𝜷.7.1
HQ425278.1	𝜷.7.1
LC172370.1	𝜷.7.1
MF184771.1	𝜷.7.1
MZ066301.1	𝜷.7.1
LC477359.1	𝜷.7.1
KJ751652.1	𝜷.7.1
OQ133307.1	𝜷.7.1
LC172368.1	𝜷.7.1
JX841123.1	𝜷.7.1
AF106284.1	𝜷.7.1
MN552130.1	𝜷.7.1
AF480274.1	𝜷.7.1
KJ919834.1	𝜷.7.1
OQ133296.1	𝜷.7.1
KJ638650.1	𝜷.7.1
KJ751574.1	𝜷.7.1
JQ069521.1	𝜷.7.1
KJ638619.1	𝜷.7.1
KY657881.1	𝜷.7.1
MZ096964.1	𝜷.7.1
KX574258.1	𝜷.7.1
HQ738621.2	𝜷.7.1
KJ638642.1	𝜷.7.1
AY261355.1	𝜷.7.1
JX965165.1	𝜷.7.1
MG932619.2	𝜷.7.1
AF480270.1	𝜷.7.1
KJ919895.1	𝜷.7.1
KU248399.1	𝜷.7.1
OR205649.1	𝜷.7.1
KP882274.1	𝜷.7.1
KT007686.1	𝜷.7.1
EU839917.1	𝜷.7.1
KF723271.1	𝜷.7.1
OP677622.1	𝜷.7.1
MW552564.1	𝜷.7.1
MW552597.1	𝜷.7.1
KC442897.1	𝜷.7.1
KR705305.1	𝜷.7.1
KJ753013.1	𝜷.7.1
D50115.1	𝜷.7.1
AF106286.1	𝜷.7.1
AF044350.1	𝜷.7.1
JX965171.1	𝜷.7.1
FJ598035.1	𝜷.7.1
KP883055.1	𝜷.7.1
LC172401.1	𝜷.7.1
OR205643.1	𝜷.7.1
KY952248.1	𝜷.7.1
LC668597.1	𝜷.7.1
KJ638623.1	𝜷.7.1
MG181793.1	𝜷.7.1
AF044342.1	𝜷.7.1
KX352373.1	𝜷.7.1
KM008650.1	𝜷.7.1
LC568918.1	𝜷.7.1
KX363127.1	𝜷.7.1
MG181914.1	𝜷.7.1
KU356579.1	𝜷.7.1
LC477375.1	𝜷.7.1
OK356727.1	𝜷.7.1
KC571481.1	𝜷.7.1
HM066090.1	𝜷.7.1
MZ096975.1	𝜷.7.1
OR205669.1	𝜷.7.1
MW552883.1	𝜷.7.1
KC442968.1	𝜷.7.1
KX574254.1	𝜷.7.1
MN066927.1	𝜷.7.1
OQ596321.1	𝜷.7.1
LC105577.1	𝜷.7.1
KC571479.1	𝜷.7.1
KJ560448.1	𝜷.7.1
MW552289.1	𝜷.7.1
HM066066.1	𝜷.7.1
MW552399.1	𝜷.7.1
KJ752377.1	𝜷.7.1
FJ919247.2	𝜷.7.1
MN066901.1	𝜷.7.1
KP752565.1	𝜷.7.1
MG652322.1	𝜷.7.1
KC713874.1	𝜷.7.1
MZ096006.1	𝜷.7.1
KR705206.1	𝜷.7.1
MN206133.1	𝜷.7.1
KP752453.1	𝜷.7.1
JX965161.1	𝜷.7.1
KJ753610.1	𝜷.7.1
KC442945.1	𝜷.7.1
OR205653.1	𝜷.7.1
DQ904508.1	𝜷.7.1
KC442957.1	𝜷.7.1
KJ638609.1	𝜷.7.1
